UniProt_ID	UCSC_ID	Matched ratio
sp|O75881|CP7B1_HUMAN	uc003xvj.2	100
sp|O75882|ATRN_HUMAN	uc002wim.2	100
sp|O75882-2|ATRN_HUMAN	uc002wil.2	100
sp|O75884|RBBP9_HUMAN	uc002wqy.3	100
sp|O75886|STAM2_HUMAN	uc002tyc.4	100
sp|O75888|TNF13_HUMAN	uc002ghk.2	100
sp|O75888-2|TNF13_HUMAN	uc002ghl.2	100
sp|O75888-3|TNF13_HUMAN	uc002ghj.2	100
sp|O75888-4|TNF13_HUMAN	uc010vua.1	100
sp|O75888-5|TNF13_HUMAN	uc021tpb.1	100
sp|O75891-2|AL1L1_HUMAN	uc011bki.2	100
sp|O75891-3|AL1L1_HUMAN	uc031sbp.1	100
sp|O75896|TUSC2_HUMAN	uc003czy.1	100
sp|O75897|ST1C4_HUMAN	uc002tea.1	100
sp|O75897-2|ST1C4_HUMAN	uc002teb.1	100
sp|O75899|GABR2_HUMAN	uc004ays.3	100
sp|O75900|MMP23_HUMAN	uc001agp.3	100
sp|O75901|RASF9_HUMAN	uc001taf.1	100
sp|O75907|DGAT1_HUMAN	uc003zbv.3	100
sp|O75908|SOAT2_HUMAN	uc001sbv.3	100
sp|O75908-2|SOAT2_HUMAN	uc001sbv.3	96
sp|O75909|CCNK_HUMAN	uc001ygi.4	100
sp|O75909-4|CCNK_HUMAN	uc001ygi.4	97
sp|O75911|DHRS3_HUMAN	uc001auc.3	100
sp|O75911-2|DHRS3_HUMAN	uc001aud.4	100
sp|O75912|DGKI_HUMAN	uc003vtt.3	100
sp|O75914|PAK3_HUMAN	uc004epa.2	100
sp|O75914-2|PAK3_HUMAN	uc004eoz.2	100
sp|O75914-3|PAK3_HUMAN	uc010npv.1	100
sp|O75914-4|PAK3_HUMAN	uc010npw.1	100
sp|O75915|PRAF3_HUMAN	uc003dnr.3	100
sp|O75916|RGS9_HUMAN	uc002jfe.3	100
sp|O75916-3|RGS9_HUMAN	uc021ubw.1	99
sp|O75916-5|RGS9_HUMAN	uc002jfd.3	100
sp|O75920|SERF1_HUMAN	uc003kai.3	100
sp|O75920-2|SERF1_HUMAN	uc003mqa.3	100
sp|O75923|DYSF_HUMAN	uc002sie.3	100
sp|O75923-10|DYSF_HUMAN	uc010fem.3	100
sp|O75923-11|DYSF_HUMAN	uc010fek.3	100
sp|O75923-12|DYSF_HUMAN	uc010fej.3	100
sp|O75923-13|DYSF_HUMAN	uc010fen.3	100
sp|O75923-14|DYSF_HUMAN	uc002sif.3	100
sp|O75923-2|DYSF_HUMAN	uc010feg.3	100
sp|O75923-3|DYSF_HUMAN	uc002sig.4	100
sp|O75923-4|DYSF_HUMAN	uc010fee.3	100
sp|O75923-5|DYSF_HUMAN	uc010fei.3	100
sp|O75923-6|DYSF_HUMAN	uc010feh.3	100
sp|O75923-7|DYSF_HUMAN	uc010fef.3	100
sp|O75923-8|DYSF_HUMAN	uc010feo.3	100
sp|O75923-9|DYSF_HUMAN	uc010fel.3	100
sp|O75925|PIAS1_HUMAN	uc002aqz.3	100
sp|O75925-3|PIAS1_HUMAN	uc010ujx.2	100
sp|O75928|PIAS2_HUMAN	uc002lck.3	100
sp|O75928-2|PIAS2_HUMAN	uc002lcl.3	100
sp|O75928-3|PIAS2_HUMAN	uc002lcn.1	100
sp|O75934|SPF27_HUMAN	uc001efa.3	100
sp|O75935|DCTN3_HUMAN	uc003zux.1	100
sp|O75935-2|DCTN3_HUMAN	uc003zuw.1	100
sp|O75936|BODG_HUMAN	uc001mrg.1	100
sp|O75937|DNJC8_HUMAN	uc001bpn.3	100
sp|O75940|SPF30_HUMAN	uc001kzc.4	100
sp|O75943|RAD17_HUMAN	uc003jwo.3	100
sp|O75943-2|RAD17_HUMAN	uc003jwl.3	100
sp|O75943-4|RAD17_HUMAN	uc003jwn.3	100
sp|O75947|ATP5H_HUMAN	uc002jmn.1	100
sp|O75947-2|ATP5H_HUMAN	uc002jmo.1	100
sp|O75949|F155B_HUMAN	uc004dxk.3	99
sp|O75949-2|F155B_HUMAN	uc004dxk.3	100
sp|O75951|LYZL6_HUMAN	uc002hkk.2	100
sp|O75952|CABYR_HUMAN	uc002kux.3	100
sp|O75952-2|CABYR_HUMAN	uc002kva.3	100
sp|O75952-3|CABYR_HUMAN	uc002kvc.3	100
sp|O75952-4|CABYR_HUMAN	uc002kuz.3	100
sp|O75953-4|DNJB5_HUMAN	uc011los.2	100
sp|O75953-5|DNJB5_HUMAN	uc003zvs.4	100
sp|O75954|TSN9_HUMAN	uc021qtd.1	100
sp|O75955|FLOT1_HUMAN	uc011jhj.1	100
sp|O75955-2|FLOT1_HUMAN	uc011jhk.1	100
sp|O75956|CDKA2_HUMAN	uc001oma.4	100
sp|O75962|TRIO_HUMAN	uc003jff.3	100
sp|O75964|ATP5L_HUMAN	uc001psx.3	100
sp|O75969|AKAP3_HUMAN	uc031qfv.1	100
sp|O75970|MPDZ_HUMAN	uc003zlb.4	99
sp|O75970-2|MPDZ_HUMAN	uc003zlb.4	100
sp|O75970-3|MPDZ_HUMAN	uc010mhz.4	100
sp|O75970-5|MPDZ_HUMAN	uc011lmn.3	100
sp|O75971|SNPC5_HUMAN	uc002apu.1	100
sp|O75973|C1QRF_HUMAN	uc002ihv.3	100
sp|O75976|CBPD_HUMAN	uc002hfb.2	100
sp|O75976-2|CBPD_HUMAN	uc010wbo.2	100
sp|O75995|SASH3_HUMAN	uc004euu.3	100
sp|O76000|OR2B3_HUMAN	uc011jbq.2	100
sp|O76001|OR2J3_HUMAN	uc011jbr.2	99
sp|O76002|OR2J2_HUMAN	uc011jbs.2	99
sp|O76003|GLRX3_HUMAN	uc001lkn.2	100
sp|O76009|KT33A_HUMAN	uc002hwk.2	100
sp|O76011|KRT34_HUMAN	uc002hwm.3	100
sp|O76013|KRT36_HUMAN	uc002hwt.3	100
sp|O76014|KRT37_HUMAN	uc002hwp.1	100
sp|O76015|KRT38_HUMAN	uc002hwq.1	100
sp|O76021|RL1D1_HUMAN	uc002dbp.1	100
sp|O76024|WFS1_HUMAN	uc003gix.3	100
sp|O76027|ANXA9_HUMAN	uc001ewa.2	100
sp|O76031|CLPX_HUMAN	uc002aom.3	100
sp|O76036|NCTR1_HUMAN	uc002qib.2	100
sp|O76036-2|NCTR1_HUMAN	uc002qie.2	100
sp|O76036-3|NCTR1_HUMAN	uc002qid.2	100
sp|O76036-4|NCTR1_HUMAN	uc002qif.2	100
sp|O76036-5|NCTR1_HUMAN	uc010esj.2	100
sp|O76036-6|NCTR1_HUMAN	uc002qic.2	100
sp|O76038|SEGN_HUMAN	uc003nfb.3	100
sp|O76039|CDKL5_HUMAN	uc004cyn.3	100
sp|O76041|NEBL_HUMAN	uc001iqi.3	100
sp|O76041-2|NEBL_HUMAN	uc001iqk.3	100
sp|O76050|NEUL1_HUMAN	uc001kxh.3	100
sp|O76050-2|NEUL1_HUMAN	uc021pxn.1	100
sp|O76054|S14L2_HUMAN	uc003ahr.3	100
sp|O76054-4|S14L2_HUMAN	uc003ahq.3	100
sp|O76054-5|S14L2_HUMAN	uc011aky.2	100
sp|O76061|STC2_HUMAN	uc003mco.1	100
sp|O76062|ERG24_HUMAN	uc001oct.4	100
sp|O76062-2|ERG24_HUMAN	uc001ocu.4	100
sp|O76064|RNF8_HUMAN	uc003onq.4	100
sp|O76064-3|RNF8_HUMAN	uc003onr.4	100
sp|O76070|SYUG_HUMAN	uc001keb.2	100
sp|O76071|CIAO1_HUMAN	uc002svs.3	100
sp|O76074|PDE5A_HUMAN	uc003idh.3	100
sp|O76074-2|PDE5A_HUMAN	uc003idf.3	100
sp|O76075|DFFB_HUMAN	uc001alc.3	100
sp|O76076|WISP2_HUMAN	uc002xmp.3	100
sp|O76076-2|WISP2_HUMAN	uc002xmq.3	100
sp|O76080|ZFAN5_HUMAN	uc004aiy.2	100
sp|O76081|RGS20_HUMAN	uc003xrp.3	100
sp|O76081-2|RGS20_HUMAN	uc003xrq.3	100
sp|O76081-3|RGS20_HUMAN	uc010lye.3	100
sp|O76081-4|RGS20_HUMAN	uc010lyf.3	100
sp|O76081-6|RGS20_HUMAN	uc003xrs.3	100
sp|O76082|S22A5_HUMAN	uc003kww.4	100
sp|O76082-3|S22A5_HUMAN	uc003kwx.4	100
sp|O76083|PDE9A_HUMAN	uc002zbm.3	100
sp|O76083-11|PDE9A_HUMAN	uc002zbu.3	100
sp|O76083-12|PDE9A_HUMAN	uc002zbq.3	100
sp|O76083-13|PDE9A_HUMAN	uc002zce.3	100
sp|O76083-14|PDE9A_HUMAN	uc002zca.3	100
sp|O76083-15|PDE9A_HUMAN	uc002zcb.3	100
sp|O76083-16|PDE9A_HUMAN	uc002zbz.3	100
sp|O76083-2|PDE9A_HUMAN	uc002zbx.3	100
sp|O76083-3|PDE9A_HUMAN	uc002zbn.3	100
sp|O76083-4|PDE9A_HUMAN	uc002zbt.3	100
sp|O76083-5|PDE9A_HUMAN	uc002zbo.3	100
sp|O76083-6|PDE9A_HUMAN	uc002zcc.3	100
sp|O76083-8|PDE9A_HUMAN	uc002zcd.3	100
sp|O76083-9|PDE9A_HUMAN	uc002zbv.3	100
sp|O76087|GAGE7_HUMAN	uc004dog.4	100
sp|O76090|BEST1_HUMAN	uc001nss.3	100
sp|O76090-3|BEST1_HUMAN	uc001nsr.2	100
sp|O76090-4|BEST1_HUMAN	uc001nst.3	100
sp|O76093|FGF18_HUMAN	uc003mbk.3	100
sp|O76094|SRP72_HUMAN	uc003hbv.3	100
sp|O76094-2|SRP72_HUMAN	uc010ihe.3	100
sp|O76095|JTB_HUMAN	uc001fds.3	100
sp|O76096|CYTF_HUMAN	uc002wtx.2	100
sp|O76099|OR7C1_HUMAN	uc010xnz.2	100
sp|O76100|OR7AA_HUMAN	uc002mzx.1	100
sp|O77932|DXO_HUMAN	uc011jor.1	100
sp|O94759|TRPM2_HUMAN	uc002zeu.1	100
sp|O94759-2|TRPM2_HUMAN	uc002zew.1	96
sp|O94760|DDAH1_HUMAN	uc001dlb.3	100
sp|O94760-2|DDAH1_HUMAN	uc001dlc.3	100
sp|O94761|RECQ4_HUMAN	uc003zdj.3	100
sp|O94762|RECQ5_HUMAN	uc010dgl.3	100
sp|O94762-2|RECQ5_HUMAN	uc002jpb.2	100
sp|O94762-3|RECQ5_HUMAN	uc002jpa.4	100
sp|O94763|RMP_HUMAN	uc002nsr.3	100
sp|O94763-2|RMP_HUMAN	uc002nst.3	100
sp|O94763-4|RMP_HUMAN	uc002nsq.3	100
sp|O94766|B3GA3_HUMAN	uc001ntw.3	100
sp|O94766-2|B3GA3_HUMAN	uc010rlz.2	100
sp|O94768|ST17B_HUMAN	uc010fsh.3	100
sp|O94769|ECM2_HUMAN	uc011lty.2	100
sp|O94769-2|ECM2_HUMAN	uc004asf.4	100
sp|O94772-2|LY6H_HUMAN	uc011lkc.2	100
sp|O94776|MTA2_HUMAN	uc001ntq.2	100
sp|O94777|DPM2_HUMAN	uc004bsv.2	100
sp|O94778|AQP8_HUMAN	uc002doc.3	100
sp|O94779|CNTN5_HUMAN	uc021qpb.1	100
sp|O94779-2|CNTN5_HUMAN	uc021qpc.1	100
sp|O94782|UBP1_HUMAN	uc001dal.2	100
sp|O94788|AL1A2_HUMAN	uc002aex.3	100
sp|O94788-2|AL1A2_HUMAN	uc002aey.3	100
sp|O94788-3|AL1A2_HUMAN	uc010ugv.2	100
sp|O94804|STK10_HUMAN	uc003mbo.1	100
sp|O94805|ACL6B_HUMAN	uc003uvy.3	100
sp|O94806|KPCD3_HUMAN	uc002rqd.3	100
sp|O94806-2|KPCD3_HUMAN	uc002rqf.1	100
sp|O94808|GFPT2_HUMAN	uc003mlw.1	100
sp|O94810|RGS11_HUMAN	uc002cgj.1	100
sp|O94810-2|RGS11_HUMAN	uc010bqs.1	100
sp|O94810-3|RGS11_HUMAN	uc002cgi.1	100
sp|O94811|TPPP_HUMAN	uc003jbh.4	100
sp|O94812|BAIP3_HUMAN	uc002clk.2	100
sp|O94812-2|BAIP3_HUMAN	uc002clj.3	100
sp|O94812-3|BAIP3_HUMAN	uc021tag.1	100
sp|O94812-5|BAIP3_HUMAN	uc010uva.2	100
sp|O94812-6|BAIP3_HUMAN	uc010uuz.2	100
sp|O94812-7|BAIP3_HUMAN	uc010uvc.1	100
sp|O94813|SLIT2_HUMAN	uc003gpr.1	100
sp|O94813-2|SLIT2_HUMAN	uc003gps.1	99
sp|O94813-3|SLIT2_HUMAN	uc003gps.1	100
sp|O94817|ATG12_HUMAN	uc003krh.3	100
sp|O94817-4|ATG12_HUMAN	uc003kri.4	100
sp|O94818|NOL4_HUMAN	uc010dmi.3	100
sp|O94818-2|NOL4_HUMAN	uc002kxt.4	100
sp|O94818-3|NOL4_HUMAN	uc010xbt.2	100
sp|O94819|KBTBB_HUMAN	uc022aqq.1	100
sp|O94822-3|LTN1_HUMAN	uc002ymr.2	100
sp|O94823|AT10B_HUMAN	uc003lym.1	100
sp|O94823-3|AT10B_HUMAN	uc003lyo.2	100
sp|O94826|TOM70_HUMAN	uc003dtw.3	100
sp|O94827|PKHG5_HUMAN	uc001ano.1	100
sp|O94827-2|PKHG5_HUMAN	uc001anp.2	100
sp|O94827-3|PKHG5_HUMAN	uc001ann.1	100
sp|O94827-4|PKHG5_HUMAN	uc009vmb.2	100
sp|O94827-5|PKHG5_HUMAN	uc001anm.2	100
sp|O94827-6|PKHG5_HUMAN	uc031plb.1	100
sp|O94827-7|PKHG5_HUMAN	uc010nzr.1	100
sp|O94829|IPO13_HUMAN	uc001ckx.3	100
sp|O94830|DDHD2_HUMAN	uc003xlc.3	100
sp|O94832|MYO1D_HUMAN	uc002hho.1	100
sp|O94842|TOX4_HUMAN	uc001waz.3	100
sp|O94842-2|TOX4_HUMAN	uc010tlu.2	100
sp|O94842-3|TOX4_HUMAN	uc001waz.3	96
sp|O94844|RHBT1_HUMAN	uc001jlk.3	100
sp|O94850|DEND_HUMAN	uc001rsv.1	100
sp|O94851|MICA2_HUMAN	uc001mka.3	100
sp|O94851-3|MICA2_HUMAN	uc010rci.2	100
sp|O94851-4|MICA2_HUMAN	uc001mkb.3	100
sp|O94851-5|MICA2_HUMAN	uc010rch.1	100
sp|O94851-6|MICA2_HUMAN	uc001mkc.3	100
sp|O94855|SC24D_HUMAN	uc003ici.4	100
sp|O94855-2|SC24D_HUMAN	uc003icj.4	100
sp|O94856-10|NFASC_HUMAN	uc010pra.2	98
sp|O94856-11|NFASC_HUMAN	uc010prb.2	100
sp|O94856-2|NFASC_HUMAN	uc001hbh.3	100
sp|O94856-3|NFASC_HUMAN	uc001hbi.3	100
sp|O94856-8|NFASC_HUMAN	uc010pra.2	100
sp|O94856-9|NFASC_HUMAN	uc001hbj.3	100
sp|O94864|ST65G_HUMAN	uc002rli.1	100
sp|O94864-2|ST65G_HUMAN	uc002rlj.1	100
sp|O94864-4|ST65G_HUMAN	uc010ymf.1	100
sp|O94868|FCSD2_HUMAN	uc009ytl.3	100
sp|O94874|UFL1_HUMAN	uc003por.3	100
sp|O94875-10|SRBS2_HUMAN	uc003iyh.3	100
sp|O94875-11|SRBS2_HUMAN	uc003iym.3	100
sp|O94875-12|SRBS2_HUMAN	uc003iyi.4	100
sp|O94875-2|SRBS2_HUMAN	uc011ckx.2	100
sp|O94875-7|SRBS2_HUMAN	uc011ckv.2	100
sp|O94875-8|SRBS2_HUMAN	uc011ckw.2	100
sp|O94875-9|SRBS2_HUMAN	uc003iyk.3	100
sp|O94876|TMCC1_HUMAN	uc021xdy.1	100
sp|O94876-2|TMCC1_HUMAN	uc011blc.2	100
sp|O94880|PHF14_HUMAN	uc003sry.2	100
sp|O94880-2|PHF14_HUMAN	uc011jxj.2	100
sp|O94885|SASH1_HUMAN	uc003qme.1	100
sp|O94886|CSCL1_HUMAN	uc001hpm.2	100
sp|O94887|FARP2_HUMAN	uc002wbi.2	100
sp|O94887-2|FARP2_HUMAN	uc010zor.2	100
sp|O94887-3|FARP2_HUMAN	uc010zoq.2	100
sp|O94888|UBXN7_HUMAN	uc003fwm.4	100
sp|O94889|KLH18_HUMAN	uc003crd.3	100
sp|O94892|ZN432_HUMAN	uc002pyk.3	100
sp|O94898|LRIG2_HUMAN	uc001edf.1	100
sp|O94900|TOX_HUMAN	uc003xtw.1	100
sp|O94901|SUN1_HUMAN	uc021zym.1	97
sp|O94901-2|SUN1_HUMAN	uc021zyl.1	100
sp|O94901-3|SUN1_HUMAN	uc003sje.1	100
sp|O94901-5|SUN1_HUMAN	uc003sjf.3	100
sp|O94901-6|SUN1_HUMAN	uc011jvq.2	100
sp|O94901-7|SUN1_HUMAN	uc010ksa.1	100
sp|O94901-8|SUN1_HUMAN	uc021zym.1	100
sp|O94903|PROSC_HUMAN	uc003xkh.3	100
sp|O94905|ERLN2_HUMAN	uc003xke.4	100
sp|O94905-2|ERLN2_HUMAN	uc003xkf.5	100
sp|O94905-3|ERLN2_HUMAN	uc003xkg.4	100
sp|O94906|PRP6_HUMAN	uc002yho.3	100
sp|O94906-2|PRP6_HUMAN	uc002yhp.3	100
sp|O94907|DKK1_HUMAN	uc001jjr.3	100
sp|O94910|LPHN1_HUMAN	uc010xnn.2	100
sp|O94910-2|LPHN1_HUMAN	uc010xno.2	100
sp|O94911|ABCA8_HUMAN	uc002jhp.3	100
sp|O94911-3|ABCA8_HUMAN	uc002jhq.3	100
sp|O94913|PCF11_HUMAN	uc001ozx.4	100
sp|O94915|FRYL_HUMAN	uc003gyh.1	100
sp|O94916|NFAT5_HUMAN	uc002exm.2	100
sp|O94916-4|NFAT5_HUMAN	uc002exn.2	100
sp|O94916-5|NFAT5_HUMAN	uc002exl.2	100
sp|O94919|ENDD1_HUMAN	uc001pfh.3	100
sp|O94921|CDK14_HUMAN	uc003uky.2	100
sp|O94921-2|CDK14_HUMAN	uc003ukz.1	100
sp|O94923|GLCE_HUMAN	uc002ary.1	100
sp|O94925|GLSK_HUMAN	uc002usf.3	100
sp|O94925-2|GLSK_HUMAN	uc002usd.2	100
sp|O94925-3|GLSK_HUMAN	uc002use.3	100
sp|O94927|HAUS5_HUMAN	uc002oam.1	100
sp|O94929|ABLM3_HUMAN	uc003lpz.1	100
sp|O94929-2|ABLM3_HUMAN	uc003lqf.3	100
sp|O94929-3|ABLM3_HUMAN	uc003lqd.1	100
sp|O94933|SLIK3_HUMAN	uc021xgy.1	100
sp|O94941|RNF37_HUMAN	uc002whw.4	100
sp|O94941-2|RNF37_HUMAN	uc002whx.4	100
sp|O94952|FBX21_HUMAN	uc001twk.3	100
sp|O94952-1|FBX21_HUMAN	uc001twj.3	100
sp|O94953|KDM4B_HUMAN	uc002mbq.4	99
sp|O94953-2|KDM4B_HUMAN	uc010xil.1	100
sp|O94955|RHBT3_HUMAN	uc003klm.3	100
sp|O94956|SO2B1_HUMAN	uc001owb.3	99
sp|O94956-2|SO2B1_HUMAN	uc001owc.3	100
sp|O94956-3|SO2B1_HUMAN	uc001owd.3	99
sp|O94956-4|SO2B1_HUMAN	uc010rrr.2	99
sp|O94964-2|SOGA1_HUMAN	uc021wcx.1	100
sp|O94964-3|SOGA1_HUMAN	uc021wcy.1	100
sp|O94964-4|SOGA1_HUMAN	uc002xgd.1	99
sp|O94966|UBP19_HUMAN	uc003cwd.2	100
sp|O94966-5|UBP19_HUMAN	uc011bch.2	100
sp|O94966-6|UBP19_HUMAN	uc003cvz.4	100
sp|O94966-7|UBP19_HUMAN	uc011bcg.2	100
sp|O94967|WDR47_HUMAN	uc001dwj.3	100
sp|O94967-2|WDR47_HUMAN	uc001dwj.3	97
sp|O94967-3|WDR47_HUMAN	uc001dwi.3	100
sp|O94967-4|WDR47_HUMAN	uc001dwl.3	100
sp|O94972|TRI37_HUMAN	uc002iwz.4	100
sp|O94972-2|TRI37_HUMAN	uc002ixa.4	100
sp|O94973|AP2A2_HUMAN	uc001lss.3	100
sp|O94973-2|AP2A2_HUMAN	uc001lst.2	100
sp|O94979|SC31A_HUMAN	uc003hnm.3	100
sp|O94979-10|SC31A_HUMAN	uc011ccl.2	100
sp|O94979-2|SC31A_HUMAN	uc003hng.3	100
sp|O94979-3|SC31A_HUMAN	uc003hni.3	100
sp|O94979-4|SC31A_HUMAN	uc003hnk.3	100
sp|O94979-5|SC31A_HUMAN	uc003hno.3	100
sp|O94979-6|SC31A_HUMAN	uc003hnl.3	100
sp|O94979-7|SC31A_HUMAN	uc003hne.3	99
sp|O94979-8|SC31A_HUMAN	uc003hnm.3	99
sp|O94979-9|SC31A_HUMAN	uc011ccm.2	100
sp|O94983|CMTA2_HUMAN	uc002gah.2	100
sp|O94983-2|CMTA2_HUMAN	uc002gah.2	99
sp|O94983-3|CMTA2_HUMAN	uc002gai.2	100
sp|O94983-4|CMTA2_HUMAN	uc002gag.2	100
sp|O94983-6|CMTA2_HUMAN	uc010cku.2	100
sp|O94985|CSTN1_HUMAN	uc001aqh.3	100
sp|O94985-2|CSTN1_HUMAN	uc001aqi.3	100
sp|O94986|CE152_HUMAN	uc001zwz.3	100
sp|O94986-1|CE152_HUMAN	uc001zxa.2	100
sp|O94986-3|CE152_HUMAN	uc001zwy.3	100
sp|O94988|FA13A_HUMAN	uc003hse.2	100
sp|O94988-1|FA13A_HUMAN	uc003hsb.2	100
sp|O94988-3|FA13A_HUMAN	uc003hsd.2	100
sp|O94988-5|FA13A_HUMAN	uc003hsc.2	100
sp|O94988-6|FA13A_HUMAN	uc011cdq.2	100
sp|O94989|ARHGF_HUMAN	uc002gld.3	100
sp|O94991|SLIK5_HUMAN	uc021rlc.1	100
sp|O94991-2|SLIK5_HUMAN	uc010tic.1	100
sp|O94992|HEXI1_HUMAN	uc002iig.3	100
sp|O94993|SOX30_HUMAN	uc003lxb.1	100
sp|O94993-2|SOX30_HUMAN	uc003lxc.1	100
sp|O95006|OR2F2_HUMAN	uc011ktv.2	100
sp|O95007|OR6B1_HUMAN	uc003wdt.1	100
sp|O95013|O4F21_HUMAN	uc011kwf.2	100
sp|O95025|SEM3D_HUMAN	uc010led.3	100
sp|O95045-2|UPP2_HUMAN	uc002tzo.3	100
sp|O95047|OR2A4_HUMAN	uc011ecd.2	100
sp|O95049-4|ZO3_HUMAN	uc010xhu.3	100
sp|O95050|INMT_HUMAN	uc003tbs.1	100
sp|O95050-2|INMT_HUMAN	uc010kwd.1	100
sp|O95057|DIRA1_HUMAN	uc021umt.1	100
sp|O95059|RPP14_HUMAN	uc003dju.5	100
sp|O95067|CCNB2_HUMAN	uc002afz.3	100
sp|O95069|KCNK2_HUMAN	uc001hkq.3	100
sp|O95069-2|KCNK2_HUMAN	uc001hkr.4	100
sp|O95069-3|KCNK2_HUMAN	uc001hko.3	100
sp|O95070|YIF1A_HUMAN	uc001ohk.4	100
sp|O95071|UBR5_HUMAN	uc003ykr.2	100
sp|O95071-2|UBR5_HUMAN	uc003yks.2	100
sp|O95072|REC8_HUMAN	uc001wms.3	100
sp|O95072-2|REC8_HUMAN	uc001wms.3	97
sp|O95073|FSBP_HUMAN	uc003ygm.3	100
sp|O95076|ALX3_HUMAN	uc001dzb.3	100
sp|O95081|AGFG2_HUMAN	uc003uvf.3	100
sp|O95084|PRS23_HUMAN	uc021qok.1	100
sp|O95084-2|PRS23_HUMAN	uc010rts.1	100
sp|O95096|NKX22_HUMAN	uc002wsi.3	100
sp|O95104|SFR15_HUMAN	uc002ypd.2	100
sp|O95104-2|SFR15_HUMAN	uc002ype.2	100
sp|O95104-3|SFR15_HUMAN	uc010glu.2	100
sp|O95125|ZN202_HUMAN	uc001pzf.1	100
sp|O95136|S1PR2_HUMAN	uc021uos.1	100
sp|O95139|NDUB6_HUMAN	uc003zre.2	100
sp|O95139-2|NDUB6_HUMAN	uc003zrf.2	100
sp|O95140|MFN2_HUMAN	uc009vni.3	100
sp|O95147|DUS14_HUMAN	uc021tvt.1	100
sp|O95150|TNF15_HUMAN	uc004bjh.3	100
sp|O95150-2|TNF15_HUMAN	uc004bjg.3	100
sp|O95153|RIMB1_HUMAN	uc002ivx.5	100
sp|O95153-2|RIMB1_HUMAN	uc010dcs.4	100
sp|O95154|ARK73_HUMAN	uc001bbv.1	100
sp|O95155|UBE4B_HUMAN	uc001aqs.4	100
sp|O95155-2|UBE4B_HUMAN	uc001aqr.4	100
sp|O95155-4|UBE4B_HUMAN	uc021ogc.1	100
sp|O95156|NXPH2_HUMAN	uc002tvi.3	100
sp|O95157|NXPH3_HUMAN	uc002ipa.3	100
sp|O95158|NXPH4_HUMAN	uc010srf.2	100
sp|O95159|ZFPL1_HUMAN	uc001ocq.1	100
sp|O95163|ELP1_HUMAN	uc004bdm.4	100
sp|O95164|UBL3_HUMAN	uc001usp.3	100
sp|O95166|GBRAP_HUMAN	uc002gfb.3	100
sp|O95167|NDUA3_HUMAN	uc002qde.3	100
sp|O95168|NDUB4_HUMAN	uc003edu.3	100
sp|O95168-2|NDUB4_HUMAN	uc003edt.3	100
sp|O95169|NDUB8_HUMAN	uc001kri.1	100
sp|O95170|CDRT1_HUMAN	uc002gov.4	100
sp|O95171|SCEL_HUMAN	uc001vki.3	100
sp|O95171-2|SCEL_HUMAN	uc001vkj.3	100
sp|O95171-3|SCEL_HUMAN	uc010thx.2	100
sp|O95178|NDUB2_HUMAN	uc003vwa.3	100
sp|O95180|CAC1H_HUMAN	uc002cks.3	100
sp|O95180-2|CAC1H_HUMAN	uc002ckt.3	100
sp|O95182|NDUA7_HUMAN	uc002mjm.2	100
sp|O95183|VAMP5_HUMAN	uc002spu.1	100
sp|O95185|UNC5C_HUMAN	uc003hto.3	100
sp|O95190|OAZ2_HUMAN	uc002ano.2	100
sp|O95196|CSPG5_HUMAN	uc003crp.4	100
sp|O95196-2|CSPG5_HUMAN	uc003cro.4	100
sp|O95197|RTN3_HUMAN	uc001nxq.3	100
sp|O95197-2|RTN3_HUMAN	uc001nxn.3	100
sp|O95197-3|RTN3_HUMAN	uc001nxo.3	100
sp|O95197-4|RTN3_HUMAN	uc001nxm.3	100
sp|O95197-5|RTN3_HUMAN	uc001nxp.3	100
sp|O95197-6|RTN3_HUMAN	uc010rmu.2	100
sp|O95197-7|RTN3_HUMAN	uc009yov.3	100
sp|O95198|KLHL2_HUMAN	uc003irb.3	100
sp|O95198-2|KLHL2_HUMAN	uc011cjm.2	100
sp|O95199|RCBT2_HUMAN	uc001vch.3	100
sp|O95201|ZN205_HUMAN	uc031quw.1	100
sp|O95202|LETM1_HUMAN	uc003gdv.3	100
sp|O95206|PCDH8_HUMAN	uc001vhi.3	100
sp|O95206-2|PCDH8_HUMAN	uc001vhj.3	100
sp|O95208|EPN2_HUMAN	uc002gvd.4	100
sp|O95208-2|EPN2_HUMAN	uc002gve.4	100
sp|O95210|STBD1_HUMAN	uc003hka.3	100
sp|O95214|LERL1_HUMAN	uc003xhw.4	100
sp|O95214-2|LERL1_HUMAN	uc003xhx.2	100
sp|O95218|ZRAB2_HUMAN	uc001dft.3	100
sp|O95218-2|ZRAB2_HUMAN	uc001dfs.3	100
sp|O95219|SNX4_HUMAN	uc003eib.4	100
sp|O95221|OR5F1_HUMAN	uc010riv.2	100
sp|O95222|OR6A2_HUMAN	uc001mes.1	100
sp|O95229|ZWINT_HUMAN	uc001jka.1	100
sp|O95229-2|ZWINT_HUMAN	uc001jjy.1	100
sp|O95231|VENTX_HUMAN	uc010quy.1	100
sp|O95232|LC7L3_HUMAN	uc002iss.3	100
sp|O95235|KI20A_HUMAN	uc003lcj.3	100
sp|O95235-2|KI20A_HUMAN	uc011cyo.2	100
sp|O95236|APOL3_HUMAN	uc003aot.3	100
sp|O95236-2|APOL3_HUMAN	uc003aos.3	100
sp|O95236-3|APOL3_HUMAN	uc021wol.1	100
